
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set MID and time  0.1000000E+01

        33  3.873270E-16 -2.059216E-14 -6.185623E-02

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set MEMBER and time  0.1000000E+01

         1   1 -2.241276E-02  5.680899E-03 -1.675999E-04 -3.967854E-03 -1.004382E-01 -1.899421E-03
         1   2 -7.902486E-02 -3.170923E-03 -3.133061E-03 -4.859317E-03 -9.792748E-02  1.208266E-04
         1   3 -1.322925E-01 -4.218953E-03 -2.754039E-03 -5.750780E-03 -1.015946E-01  6.741958E-04
         1   4  3.014160E-15  1.904458E-14 -1.611246E-14 -9.760827E-16 -1.110319E-01 -1.899421E-03
         1   5  3.452713E-14  1.245956E-14 -1.595375E-14 -4.812544E-15 -1.085212E-01  1.208266E-04
         1   6  5.652885E-14  3.037148E-15 -2.094489E-14 -1.439489E-14 -1.121883E-01  6.741958E-04
         1   7  2.241276E-02 -5.680899E-03  1.675999E-04  3.967854E-03 -1.004382E-01 -1.899421E-03
         1   8  7.902486E-02  3.170923E-03  3.133061E-03  4.859317E-03 -9.792748E-02  1.208266E-04
         1   9  1.322925E-01  4.218953E-03  2.754039E-03  5.750780E-03 -1.015946E-01  6.741958E-04
         1  10 -7.369285E-03  1.212810E-02  6.279604E-03 -3.585635E-13 -9.538312E-02  1.367106E-13
         1  11 -6.398138E-02  3.276280E-03  3.314143E-03 -3.176173E-13 -9.157149E-02  5.616230E-14
         1  12 -1.172490E-01  2.228251E-03  3.693164E-03 -2.870171E-13 -9.393762E-02  1.391896E-14
         1  13 -4.104075E-14  1.007289E-14 -9.317237E-15 -1.040913E-14 -1.059769E-01  1.268848E-13
         1  14 -3.029975E-14  6.609423E-15 -3.254139E-15 -1.362332E-14 -1.021652E-01  5.045685E-14
         1  15 -2.987534E-14 -4.930212E-16 -4.223741E-15 -2.080454E-14 -1.045314E-01  1.250412E-14
         1  16  7.369285E-03 -1.212810E-02 -6.279604E-03  3.194272E-13 -9.538312E-02  1.164093E-13
         1  17  6.398138E-02 -3.276280E-03 -3.314143E-03  2.921578E-13 -9.157149E-02  4.427517E-14
         1  18  1.172490E-01 -2.228251E-03 -3.693164E-03  2.654372E-13 -9.393762E-02  1.019302E-14
         1  19 -2.241276E-02  5.680899E-03 -1.675999E-04  3.967854E-03 -1.004382E-01  1.899421E-03
         1  20 -7.902486E-02 -3.170923E-03 -3.133061E-03  4.859317E-03 -9.792748E-02 -1.208266E-04
         1  21 -1.322925E-01 -4.218953E-03 -2.754039E-03  5.750780E-03 -1.015946E-01 -6.741958E-04
         1  22 -8.150543E-14  1.408075E-15 -5.091619E-15 -1.431012E-14 -1.110319E-01  1.899421E-03
         1  23 -1.007532E-13 -7.052251E-15 -1.098496E-14 -1.662845E-14 -1.085212E-01 -1.208266E-04
         1  24 -1.258634E-13 -1.689416E-14 -2.080804E-14 -2.113444E-14 -1.121883E-01 -6.741958E-04
         1  25  2.241276E-02 -5.680899E-03  1.675999E-04 -3.967854E-03 -1.004382E-01  1.899421E-03
         1  26  7.902486E-02  3.170923E-03  3.133061E-03 -4.859317E-03 -9.792748E-02 -1.208266E-04
         1  27  1.322925E-01  4.218953E-03  2.754039E-03 -5.750780E-03 -1.015946E-01 -6.741958E-04
         2   1 -1.603013E-01 -1.643922E-03 -7.140772E-04 -3.866045E-03 -1.017575E-01  4.854835E-04
         2   2 -2.151865E-01 -1.057681E-03 -4.462539E-04 -3.170788E-03 -9.863260E-02  2.531431E-04
         2   3 -2.701518E-01 -6.582907E-04 -2.585092E-04 -2.475531E-03 -1.019269E-01  5.592504E-05
         2   4 -3.392263E-14 -4.129695E-14 -5.992003E-14 -2.212418E-14 -1.122775E-01  4.854835E-04
         2   5  2.412027E-14 -1.715060E-14 -2.814818E-14 -1.238228E-14 -1.091525E-01  2.531431E-04
         2   6  6.764280E-14 -9.766904E-18 -1.879854E-14 -8.800510E-15 -1.124468E-01  5.592504E-05
         2   7  1.603013E-01  1.643922E-03  7.140772E-04  3.866045E-03 -1.017575E-01  4.854835E-04
         2   8  2.151865E-01  1.057681E-03  4.462539E-04  3.170788E-03 -9.863260E-02  2.531431E-04
         2   9  2.701518E-01  6.582907E-04  2.585092E-04  2.475531E-03 -1.019269E-01  5.592504E-05
         2  10 -1.580981E-01 -6.996868E-04  2.301578E-04 -2.781031E-13 -9.392846E-02  4.514251E-15
         2  11 -2.129833E-01 -1.134460E-04  4.979812E-04 -2.810032E-13 -9.061298E-02 -8.825558E-15
         2  12 -2.679486E-01  2.859444E-04  6.857258E-04 -2.852623E-13 -9.371676E-02 -1.486756E-14
         2  13 -5.132788E-14 -1.157941E-14 -1.246862E-14 -2.385580E-14 -1.044484E-01  5.935466E-15
         2  14 -2.286302E-14  2.387725E-15  2.039750E-15 -1.623295E-14 -1.011329E-01  1.094026E-15
         2  15 -1.089052E-14  9.548449E-15 -3.159713E-15 -1.379842E-14 -1.042367E-01 -3.469677E-15
         2  16  1.580981E-01  6.996868E-04 -2.301578E-04  2.593563E-13 -9.392846E-02  6.425377E-15
         2  17  2.129833E-01  1.134460E-04 -4.979812E-04  2.579411E-13 -9.061298E-02 -3.672380E-16
         2  18  2.679486E-01 -2.859444E-04 -6.857258E-04  2.474685E-13 -9.371676E-02 -4.719795E-15
